ValidMSE,DomainlossTrain,DomainlossValid,DomainLambda,Times,TrainMSE,HiddenUnits
0.008202993782377266,27.631021115927997,27.631021115927997,100.0,2.0,0.002260617092275667,48.0
0.008311941916065968,27.631021115927997,27.631021115927997,100.0,2.0,0.002263616171161066,49.0
0.008502873171692767,27.631021115927997,27.631021115927997,100.0,2.0,0.0023194958377847,50.0
0.0080412310917176,27.631021115927997,27.631021115927997,100.0,2.0,0.0022514933678575003,51.0
0.008564748228479666,27.631021115927997,27.631021115927997,100.0,2.0,0.0023410218622906664,52.0
0.008496971861192299,27.631021115927997,27.631021115927997,100.0,2.0,0.0023313378377960003,53.0
0.0085479650410844,27.631021115927997,27.631021115927997,100.0,2.0,0.0023383917754811,54.0
0.008399259010550999,27.631021115927997,27.631021115927997,100.0,2.0,0.002322996831488233,55.0
0.008545986234804334,27.631021115927997,27.631021115927997,100.0,2.0,0.0023318605140072333,56.0
0.008619249497493533,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023577602618745333,1.0
0.008622734549584668,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023595489990248333,2.0
0.008617841977708601,27.631021115927997,27.631021115927997,1000.0,2.0,0.002357760737209167,3.0
0.0086214947510864,27.631021115927997,27.631021115927997,1000.0,2.0,0.002357753560362067,4.0
0.0086221594418783,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023577741899077666,5.0
0.008606288336770698,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023566612922484333,6.0
0.008620633063194534,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023577843071445666,7.0
0.008465885867668966,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023241944801519667,8.0
0.008619203911413598,27.631021115927997,27.631021115927997,1000.0,2.0,0.002357967338372667,9.0
0.008507594922932467,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023125552332933,10.0
0.008601902463240734,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023537083131674338,11.0
0.008628319988696833,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023578156844775667,12.0
0.008390119554912166,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023379142405196333,13.0
0.0086300414385798,27.631021115927997,27.631021115927997,1000.0,2.0,0.002357847024761567,14.0
0.008574836291723733,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023446392299791004,15.0
0.0080374118166852,27.631021115927997,27.631021115927997,1000.0,2.0,0.002235988787875067,16.0
0.008593796542471001,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023531669103748665,17.0
0.008008648947868267,27.631021115927997,27.631021115927997,1000.0,2.0,0.0021986214266265665,18.0
0.008634914344049468,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023524727975019334,19.0
0.008135936216448533,27.631021115927997,27.631021115927997,1000.0,2.0,0.0022108413516571334,20.0
0.008578772648767665,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023513298449289,21.0
0.0086293133003498,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023566131955544,22.0
0.008425159905030667,27.631021115927997,27.631021115927997,1000.0,2.0,0.002298802181376767,23.0
0.0086238889560273,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023554165559069337,24.0
0.008306091559614032,27.631021115927997,27.631021115927997,1000.0,2.0,0.002264392968775633,25.0
0.0085514582038846,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023447075923912334,26.0
0.008559798113673,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023575019775827336,27.0
0.008614241770634967,27.631021115927997,27.631021115927997,1000.0,2.0,0.002356127492767933,28.0
0.0085475274818772,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023531678616250666,29.0
0.008088717957361366,27.631021115927997,27.631021115927997,1000.0,2.0,0.0022081687076658005,30.0
0.008544140257345933,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023475615900666333,31.0
0.0084573001914145,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023369816943548667,32.0
0.008597326595114,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023516435582951,33.0
0.008562043663044534,27.631021115927997,27.631021115927997,1000.0,2.0,0.002349288799122833,34.0
0.008585388935610535,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023558168279324667,35.0
0.008600314650416732,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023563391604942666,36.0
0.008497884065460468,27.631021115927997,27.631021115927997,1000.0,2.0,0.002342743251082033,37.0
0.008602326504959767,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023555741215801665,38.0
0.008642544073782498,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023549362207791334,39.0
0.008561243055127699,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023502332796691335,40.0
0.0085893498538885,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023443834074626333,41.0
0.0079237987330203,27.631021115927997,27.631021115927997,1000.0,2.0,0.0021839814301082,42.0
0.008633214237513833,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023565232475174333,43.0
0.0085167140665507,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023478736801992336,44.0
0.008528640917999734,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023476301339652003,45.0
0.008575851726882633,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023433232723796336,46.0
0.0084062886764684,27.631021115927997,27.631021115927997,1000.0,2.0,0.0022995928477404334,47.0
0.008610280933541466,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023528792825632337,48.0
0.008571561381311868,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023413926958184,49.0
0.008176266349566533,27.631021115927997,27.631021115927997,1000.0,2.0,0.0022556411135168665,50.0
0.008340849029792199,27.631021115927997,27.631021115927997,1000.0,2.0,0.0022662016655111,51.0
0.008679161430302434,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023582660210149336,52.0
0.0085143173546388,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023405534879874334,53.0
0.0085443183215163,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023419111870846667,54.0
0.008576983953971266,27.631021115927997,27.631021115927997,1000.0,2.0,0.0023539112606959004,55.0
0.008016381656827666,27.631021115927997,27.631021115927997,1000.0,2.0,0.002203889045309533,56.0
